AuthorId,audio_arousal_bin_0,audio_arousal_bin_1,audio_arousal_bin_2,audio_arousal_bin_3,audio_arousal_bin_4,audio_arousal_bin_5,audio_arousal_bin_6,audio_arousal_bin_7,audio_arousal_bin_8,audio_arousal_bin_9,audio_arousal_bin_10,audio_arousal_bin_11,audio_dominance_bin_0,audio_dominance_bin_1,audio_dominance_bin_2,audio_dominance_bin_3,audio_dominance_bin_4,audio_dominance_bin_5,audio_dominance_bin_6,audio_dominance_bin_7,audio_dominance_bin_8,audio_dominance_bin_9,audio_dominance_bin_10,audio_dominance_bin_11,audio_valence_bin_0,audio_valence_bin_1,audio_valence_bin_2,audio_valence_bin_3,audio_valence_bin_4,audio_valence_bin_5,audio_valence_bin_6,audio_valence_bin_7,audio_valence_bin_8,audio_valence_bin_9,audio_valence_bin_10,audio_valence_bin_11,audio_arousal_min,audio_dominance_min,audio_valence_min,audio_arousal_max,audio_dominance_max,audio_valence_max,audio_arousal_mean,audio_dominance_mean,audio_valence_mean,audio_arousal_std,audio_dominance_std,audio_valence_std
3091386,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.48,0.34,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.48,0.4,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.1,0.24,0.22,0.24,0.1,0.02,0.0,0.32,0.43,0.25,0.87,0.84,0.9,0.6944,0.6998000000000001,0.631,0.0894919902925988,0.0711850133275887,0.1420441150215133
3293886,0.0,0.0,0.0208333333333333,0.0208333333333333,0.0,0.0416666666666666,0.2291666666666666,0.3333333333333333,0.1458333333333333,0.125,0.0625,0.0208333333333333,0.0,0.0,0.0,0.0208333333333333,0.0208333333333333,0.1041666666666666,0.3333333333333333,0.2916666666666667,0.125,0.0833333333333333,0.0208333333333333,0.0,0.0,0.0,0.0208333333333333,0.0625,0.0416666666666666,0.1458333333333333,0.2291666666666666,0.2708333333333333,0.1666666666666666,0.0625,0.0,0.0,0.19,0.21,0.15,1.01,0.96,0.84,0.6731250000000001,0.6158333333333333,0.5822916666666667,0.1556750058513199,0.1401493630796486,0.1616041865811878
3488064,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.51,0.52,0.41,0.85,0.79,0.83,0.6866666666666666,0.65,0.59,0.1703917055884274,0.1352774925846868,0.2163330765278393
3509670,0.0,0.0,0.0,0.0,0.02,0.08,0.34,0.42,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.36,0.46,0.08,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.28,0.18,0.28,0.1,0.06,0.0,0.0,0.38,0.39,0.19,0.85,0.77,0.85,0.6198,0.6114,0.57,0.0951795296119016,0.0811149348336126,0.1451389200815859
3540944,0.0,0.0,0.0,0.06,0.04,0.18,0.16,0.22,0.14,0.18,0.02,0.0,0.0,0.0,0.0,0.06,0.04,0.2,0.28,0.16,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.3,0.32,0.14,0.06,0.04,0.0,0.0,0.2,0.2,0.26,0.95,0.87,0.85,0.6206,0.5733999999999999,0.5297999999999999,0.1846829605523134,0.1617709390919576,0.132210253083519
3613402,0.0,0.0,0.0,0.0303030303030303,0.0606060606060606,0.0909090909090909,0.1515151515151515,0.2727272727272727,0.2121212121212121,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.1212121212121212,0.303030303030303,0.2727272727272727,0.1818181818181818,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.2121212121212121,0.2727272727272727,0.1515151515151515,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0,0.27,0.39,0.21,0.93,0.86,0.76,0.6557575757575758,0.616969696969697,0.4527272727272727,0.1668275738417945,0.1314934610656754,0.1556693757469803
3641632,0.0,0.02,0.0,0.04,0.04,0.1,0.1,0.28,0.22,0.12,0.06,0.02,0.0,0.0,0.0,0.04,0.06,0.12,0.2,0.26,0.22,0.08,0.02,0.0,0.0,0.0,0.04,0.06,0.14,0.38,0.1,0.16,0.04,0.06,0.02,0.0,0.04,0.2,0.14,1.05,0.92,0.9,0.6524,0.6108,0.4974,0.1937551579300272,0.1664618605579313,0.1758920123257449
3699061,0.0,0.0,0.0,0.02,0.04,0.1,0.08,0.24,0.22,0.22,0.08,0.0,0.0,0.0,0.0,0.02,0.1,0.08,0.1,0.32,0.24,0.14,0.0,0.0,0.0,0.02,0.0,0.0,0.12,0.24,0.22,0.18,0.1,0.1,0.02,0.0,0.21,0.21,0.08,0.95,0.88,0.9,0.6928,0.635,0.5706,0.1648133143026636,0.1599904333874691,0.1669096052554514
3893331,0.0,0.0,0.0,0.0,0.0,0.0212765957446808,0.1276595744680851,0.1489361702127659,0.2553191489361702,0.3191489361702128,0.1063829787234042,0.0212765957446808,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.1276595744680851,0.1914893617021276,0.3191489361702128,0.2978723404255319,0.0212765957446808,0.0,0.0,0.0,0.0,0.0425531914893617,0.0638297872340425,0.2127659574468085,0.2553191489361702,0.1914893617021276,0.0851063829787234,0.1489361702127659,0.0,0.0,0.41,0.44,0.23,1.04,0.97,0.87,0.7610638297872341,0.7276595744680852,0.5785106382978724,0.1346853667296519,0.1155367956814482,0.1644222919854775
4121160,0.0,0.0,0.0,0.02,0.04,0.06,0.12,0.16,0.32,0.2,0.06,0.02,0.0,0.0,0.0,0.02,0.06,0.12,0.16,0.2,0.34,0.08,0.02,0.0,0.0,0.0,0.0,0.06,0.08,0.18,0.38,0.06,0.16,0.08,0.0,0.0,0.21,0.28,0.27,1.0,0.92,0.84,0.698,0.6376,0.5504,0.1651591687446027,0.1442158246574649,0.1461332911266635
4224375,0.0,0.0,0.0,0.0,0.1224489795918367,0.1020408163265306,0.1428571428571428,0.1224489795918367,0.2040816326530612,0.2448979591836734,0.0612244897959183,0.0,0.0,0.0,0.0,0.0,0.0612244897959183,0.1836734693877551,0.1836734693877551,0.2040816326530612,0.2040816326530612,0.1632653061224489,0.0,0.0,0.0,0.0204081632653061,0.0204081632653061,0.0204081632653061,0.2040816326530612,0.1632653061224489,0.2040816326530612,0.2448979591836734,0.0612244897959183,0.0612244897959183,0.0,0.0,0.34,0.33,0.08,0.93,0.86,0.84,0.6663265306122449,0.6314285714285715,0.5244897959183673,0.1806549874478862,0.1489546910976623,0.1626481532901849
4497488,0.0,0.0,0.02,0.0,0.04,0.02,0.1,0.1,0.32,0.16,0.24,0.0,0.0,0.0,0.0,0.02,0.02,0.06,0.16,0.22,0.26,0.2,0.06,0.0,0.0,0.0,0.02,0.08,0.16,0.22,0.18,0.14,0.2,0.0,0.0,0.0,0.19,0.27,0.15,0.98,0.94,0.78,0.7548,0.6986,0.5132,0.1739134196979071,0.1490926297470735,0.1646820065013362
5025723,0.0,0.0,0.0,0.0222222222222222,0.0,0.1111111111111111,0.1333333333333333,0.2444444444444444,0.0888888888888888,0.2666666666666666,0.0888888888888888,0.0444444444444444,0.0,0.0,0.0,0.0222222222222222,0.0222222222222222,0.0666666666666666,0.2444444444444444,0.2,0.2,0.2222222222222222,0.0222222222222222,0.0,0.0,0.0,0.0666666666666666,0.0444444444444444,0.1111111111111111,0.2,0.2,0.2222222222222222,0.1111111111111111,0.0222222222222222,0.0222222222222222,0.0,0.28,0.28,0.11,1.03,0.91,0.96,0.7086666666666667,0.6646666666666666,0.5295555555555556,0.1761017267996489,0.1507194865847267,0.1829549814914184
5229118,0.0,0.0,0.02,0.0,0.0,0.0,0.14,0.28,0.28,0.18,0.1,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.16,0.24,0.4,0.14,0.02,0.0,0.0,0.0,0.0,0.12,0.12,0.16,0.16,0.26,0.12,0.04,0.02,0.0,0.14,0.17,0.22,0.94,0.94,0.93,0.7268000000000001,0.6966,0.5416,0.1397145778553767,0.1215480084877861,0.1827606888467952
