AuthorId,text_CaptionLength_bin_0,text_CaptionLength_bin_1,text_CaptionLength_bin_2,text_CaptionLength_bin_3,text_CaptionLength_bin_4,text_CaptionLength_bin_5,text_CaptionLength_bin_6,text_CaptionLength_bin_7,text_CaptionLength_bin_8,text_CaptionLength_bin_9,text_CaptionLength_bin_10,text_CaptionLength_bin_11,text_EmojisLength_bin_0,text_EmojisLength_bin_1,text_EmojisLength_bin_2,text_EmojisLength_bin_3,text_EmojisLength_bin_4,text_EmojisLength_bin_5,text_EmojisLength_bin_6,text_EmojisLength_bin_7,text_EmojisLength_bin_8,text_EmojisLength_bin_9,text_EmojisLength_bin_10,text_EmojisLength_bin_11,text_CaptionLength_min,text_EmojisLength_min,text_CaptionLength_max,text_EmojisLength_max,text_CaptionLength_mean,text_EmojisLength_mean,text_CaptionLength_std,text_EmojisLength_std,text_EmoNegative_bin_0,text_EmoNegative_bin_1,text_EmoNegative_bin_2,text_EmoNegative_bin_3,text_EmoNegative_bin_4,text_EmoNegative_bin_5,text_EmoNegative_bin_6,text_EmoNegative_bin_7,text_EmoNegative_bin_8,text_EmoNegative_bin_9,text_EmoNegative_bin_10,text_EmoNegative_bin_11,text_EmoNeutral_bin_0,text_EmoNeutral_bin_1,text_EmoNeutral_bin_2,text_EmoNeutral_bin_3,text_EmoNeutral_bin_4,text_EmoNeutral_bin_5,text_EmoNeutral_bin_6,text_EmoNeutral_bin_7,text_EmoNeutral_bin_8,text_EmoNeutral_bin_9,text_EmoNeutral_bin_10,text_EmoNeutral_bin_11,text_EmoPositive_bin_0,text_EmoPositive_bin_1,text_EmoPositive_bin_2,text_EmoPositive_bin_3,text_EmoPositive_bin_4,text_EmoPositive_bin_5,text_EmoPositive_bin_6,text_EmoPositive_bin_7,text_EmoPositive_bin_8,text_EmoPositive_bin_9,text_EmoPositive_bin_10,text_EmoPositive_bin_11,text_EmoSentScore_bin_0,text_EmoSentScore_bin_1,text_EmoSentScore_bin_2,text_EmoSentScore_bin_3,text_EmoSentScore_bin_4,text_EmoSentScore_bin_5,text_EmoSentScore_bin_6,text_EmoSentScore_bin_7,text_EmoSentScore_bin_8,text_EmoSentScore_bin_9,text_EmoSentScore_bin_10,text_EmoSentScore_bin_11,text_EmoNegative_min,text_EmoNeutral_min,text_EmoPositive_min,text_EmoSentScore_min,text_EmoNegative_max,text_EmoNeutral_max,text_EmoPositive_max,text_EmoSentScore_max,text_EmoNegative_mean,text_EmoNeutral_mean,text_EmoPositive_mean,text_EmoSentScore_mean,text_EmoNegative_std,text_EmoNeutral_std,text_EmoPositive_std,text_EmoSentScore_std
162026525981110272,0.0,0.5,0.04,0.12,0.16,0.1,0.04,0.02,0.0,0.0,0.0,0.02,0.0,0.86,0.0,0.08,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.02,1,0,46,4,10.18,0.28,9.522668979324855,0.8339725439615101,0.0,0.5714285714285714,0.1428571428571428,0.0714285714285714,0.0,0.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2142857142857142,0.0,0.2142857142857142,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0.0,0.0,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.4285714285714285,0.0714285714285714,0.0,0.0,0.0,0.0,0.2142857142857142,0.0,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.4285714285714285,0.0,0.0714285714285714,0.0,0.2039473684210526,0.0,-0.4,0.4,0.6666666666666666,0.7642543859649122,0.732,0.1558422743788295,0.3844051456410426,0.4597525799801277,0.3038571428571429,0.1441624002437741,0.1555686871934361,0.267161979537952,0.4001047664997559
162026904655601664,0.0,0.76,0.06,0.06,0.04,0.02,0.0,0.02,0.02,0.0,0.0,0.02,0.0,0.82,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.0,0.0,0.08,3,0,83,3,10.72,0.4,17.411045051803132,0.9258200997725514,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.05,0.7,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.5,0.0,0.05,0.0096153846153846,0.1657142857142857,0.4033018867924528,0.353,0.0620756547041707,0.5459905660377359,0.806282722513089,0.791,0.0438003708819035,0.2492135722827031,0.7069860568353933,0.66325,0.0118471817195569,0.1388968729529006,0.1398796525888425,0.1416938415628643
162108978410340352,0.0,0.46,0.24,0.18,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.8,0.0,0.0,0.14,0.0,0.0,0.04,0.0,0.0,0.0,0.02,46,0,199,3,70.92,0.28,24.083053572746024,0.6401530429259451,0.0,0.5,0.0714285714285714,0.0,0.0714285714285714,0.2142857142857142,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2857142857142857,0.0714285714285714,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.0714285714285714,0.0,0.3571428571428571,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.2142857142857142,0.0714285714285714,0.0,0.0,0.2142857142857142,0.0,0.0,0.0,0.3571428571428571,0.0440993788819875,0.1515151515151515,0.2424242424242424,-0.364,0.6060606060606061,0.5459905660377359,0.7901863354037267,0.746,0.2392481465258972,0.2473031297530135,0.5134487237210891,0.2742857142857143,0.2251107866216464,0.1354929848558646,0.2274993210340261,0.4318344462997238
162352550044860416,0.0,0.08,0.26,0.24,0.14,0.18,0.04,0.02,0.02,0.0,0.0,0.02,0.0,0.44,0.0,0.38,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.02,42,0,197,4,88.54,0.78,29.45436456345196,0.8640200300021394,0.0,0.5128205128205128,0.1794871794871795,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256410256410256,0.4615384615384615,0.0256410256410256,0.282051282051282,0.0512820512820512,0.0512820512820512,0.0256410256410256,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.2051282051282051,0.1538461538461538,0.3333333333333333,0.0256410256410256,0.2051282051282051,0.0769230769230769,0.0,0.0,0.0,0.0,0.1025641025641025,0.1025641025641025,0.3076923076923077,0.0512820512820512,0.1025641025641025,0.0512820512820512,0.0,0.1025641025641025,0.1025641025641025,0.0512820512820512,0.0256410256410256,0.0,0.1763392857142857,0.2,0.063,0.2922077922077922,0.8,0.7797619047619048,0.737,0.123610187624277,0.4064752201338513,0.4699145922418715,0.3462820512820513,0.0965722644890639,0.1809417774755717,0.1646158203750288,0.2003432513302513
162527827701964800,0.0,0.04,0.04,0.04,0.08,0.12,0.1,0.52,0.04,0.0,0.0,0.02,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,22,0,113,1,72.4,0.02,17.572009281925656,0.1414213562373094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0352743561030235,0.2718365061590145,0.6928891377379619,0.658,0.0352743561030235,0.2718365061590145,0.6928891377379619,0.658,0.0352743561030235,0.2718365061590145,0.6928891377379619,0.658,,,,
164453419322298368,0.0,0.1,0.1,0.1,0.08,0.2,0.06,0.18,0.06,0.08,0.02,0.02,0.0,0.4,0.0,0.44,0.0,0.1,0.0,0.04,0.0,0.0,0.0,0.02,3,0,135,5,64.92,0.86,34.86700094791694,0.9899494936611664,0.0,0.4418604651162791,0.3488372093023256,0.1627906976744186,0.0,0.0465116279069767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5813953488372093,0.0232558139534883,0.2325581395348837,0.1627906976744186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1395348837209302,0.0930232558139534,0.2558139534883721,0.2093023255813953,0.2325581395348837,0.0697674418604651,0.0,0.0,0.0,0.0,0.0232558139534883,0.0232558139534883,0.1162790697674418,0.0,0.1162790697674418,0.0697674418604651,0.1627906976744186,0.1860465116279069,0.0,0.2790697674418604,0.0232558139534883,0.0352743561030235,0.2181208053691275,0.2609649122807017,-0.208,0.4692982456140351,0.5459905660377359,0.7416107382550335,0.701,0.1267036760321116,0.3557687257679528,0.5175275981999354,0.390860465116279,0.1026908999533426,0.1210363830514298,0.1542637696741419,0.2324875400035911
164517229022113792,0.0,0.5,0.04,0.08,0.16,0.1,0.06,0.02,0.02,0.0,0.0,0.02,0.0,0.88,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.08,1,0,191,2,42.38,0.2,45.713790175885634,0.5714285714285714,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.2,0.0,0.1657142857142857,0.1136363636363636,-0.068,0.1818181818181818,0.7045454545454546,0.7901863354037267,0.746,0.0967594126546136,0.5287582087723598,0.3744823785730266,0.2779,0.0746925863058485,0.2078793186836254,0.2658379830175319,0.3304997730710264
164697788260409344,0.0,0.02,0.04,0.02,0.02,0.02,0.52,0.2,0.12,0.02,0.0,0.02,0.0,0.16,0.0,0.2,0.0,0.44,0.0,0.1,0.0,0.06,0.0,0.04,3,0,250,5,144.78,1.82,41.91745532859181,1.2403093754941854,0.0,0.7472527472527473,0.1318681318681318,0.1098901098901098,0.0,0.0109890109890109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0659340659340659,0.2197802197802197,0.4505494505494505,0.0659340659340659,0.0879120879120879,0.0439560439560439,0.0549450549450549,0.0109890109890109,0.0,0.0,0.0,0.0,0.0,0.0,0.0659340659340659,0.0109890109890109,0.1978021978021978,0.0659340659340659,0.2307692307692307,0.3626373626373626,0.0,0.0,0.0659340659340659,0.0,0.0109890109890109,0.0,0.1538461538461538,0.0219780219780219,0.1208791208791208,0.1538461538461538,0.2087912087912088,0.2637362637362637,0.0,0.0,0.0659340659340659,0.0,0.0,0.2188449848024316,-0.093,0.4364820846905538,0.7112462006079028,1.0,1.0,0.0824901043933112,0.2764515652044315,0.6410583304022571,0.5585824175824177,0.0767151419988028,0.1488534058551362,0.1807410956792725,0.2343555260204302
164810966491230208,0.0,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0769230769230769,0.3846153846153846,0.0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0,0.5384615384615384,0.0,0.0,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,17,0,115,3,78.76923076923077,0.6153846153846154,28.64772779283389,0.869718492622904,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.125,0.125,0.1116951379763469,0.2360902255639097,0.4441524310118265,0.221,0.2471618109697715,0.4441524310118265,0.6240601503759399,0.484,0.1921808309781746,0.291397913379085,0.5164212556427402,0.32425,0.0604058406915717,0.0649849632515512,0.0742465943747035,0.1187731932237717
164863003723653120,0.0,0.1041666666666666,0.0625,0.0416666666666666,0.2083333333333333,0.2083333333333333,0.0625,0.1458333333333333,0.0625,0.0625,0.0208333333333333,0.0208333333333333,0.0,0.3333333333333333,0.0,0.0,0.5208333333333334,0.0,0.0,0.1041666666666666,0.0,0.0,0.0,0.0416666666666666,3,0,181,3,83.125,0.8541666666666666,45.11197651989895,0.7715577868440681,0.0,0.7317073170731707,0.0975609756097561,0.1463414634146341,0.0,0.024390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048780487804878,0.4634146341463415,0.2195121951219512,0.073170731707317,0.1463414634146341,0.048780487804878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439,0.048780487804878,0.3658536585365853,0.073170731707317,0.2682926829268293,0.2195121951219512,0.0,0.0,0.0,0.0,0.024390243902439,0.0,0.024390243902439,0.1463414634146341,0.0,0.1707317073170731,0.1463414634146341,0.0,0.3658536585365853,0.073170731707317,0.048780487804878,0.0,0.1657142857142857,0.2626728110599078,-0.093,0.4364820846905538,0.6666666666666666,0.7901863354037267,0.746,0.0867379017889418,0.3458334585237399,0.567428639687318,0.4807073170731707,0.0978675390077891,0.1341933931738907,0.1433441104267793,0.2053990316314124
