AuthorId,audio_neu,audio_hap,audio_sad,audio_ang
12894268,0.16666666666666666,0.3958333333333333,0.020833333333333332,0.4166666666666667
13080154,0.22,0.56,0.2,0.02
13397081,0.175,0.525,0.3,0.0
13456953,0.391304347826087,0.3695652173913043,0.17391304347826086,0.06521739130434782
13651678,0.32,0.44,0.2,0.04
13656982,0.2,0.7,0.06,0.04
13995946,0.3,0.4,0.12,0.18
14001508,0.06,0.78,0.14,0.02
14027364,0.22,0.6,0.16,0.02
14051620,0.2,0.58,0.0,0.22
14175782,0.2,0.66,0.08,0.06
14313267,0.56,0.3,0.12,0.02
14574455,0.4,0.34,0.24,0.02
14600929,0.32,0.52,0.1,0.06
14638624,0.26,0.6,0.06,0.08
14665149,0.3125,0.4375,0.125,0.125
14689994,0.16,0.6,0.14,0.1
14837704,0.30612244897959184,0.5306122448979592,0.10204081632653061,0.061224489795918366
14839625,0.34,0.34,0.12,0.2
14911646,0.34,0.54,0.04,0.08
14926592,0.14,0.62,0.08,0.16
15346882,0.3,0.56,0.1,0.04
15469849,0.1702127659574468,0.574468085106383,0.1702127659574468,0.0851063829787234
15502758,0.26,0.36,0.06,0.32
15808342,0.1,0.84,0.0,0.06
15849351,0.17391304347826086,0.6521739130434783,0.08695652173913043,0.08695652173913043
15853179,0.22448979591836735,0.5102040816326531,0.1836734693877551,0.08163265306122448
15979779,0.35714285714285715,0.5238095238095238,0.047619047619047616,0.07142857142857142
16050401,0.16,0.62,0.18,0.04
16170839,0.38,0.4,0.12,0.1
16180883,0.12,0.78,0.1,0.0
16400259,0.6666666666666666,0.3333333333333333,0.0,0.0
16401320,0.44,0.4,0.16,0.0
16496778,0.061224489795918366,0.8571428571428571,0.08163265306122448,0.0
16539099,0.42,0.46,0.08,0.04
16614922,0.09615384615384616,0.7884615384615384,0.038461538461538464,0.07692307692307693
16710391,0.1,0.58,0.08,0.24
16801277,0.13043478260869565,0.5652173913043478,0.2608695652173913,0.043478260869565216
16877128,0.08,0.66,0.12,0.14
16918839,0.32,0.52,0.12,0.04
16938041,0.36,0.4,0.16,0.08
16962696,0.2,0.6,0.12,0.08
16985308,0.2916666666666667,0.5,0.16666666666666666,0.041666666666666664
17179276,0.22,0.52,0.12,0.14
17208385,0.48,0.36,0.12,0.04
17247585,0.3,0.34,0.2,0.16
17299906,0.3469387755102041,0.6122448979591837,0.0,0.04081632653061224
17625849,0.36,0.5,0.14,0.0
17725375,0.125,0.625,0.14583333333333334,0.10416666666666667
17839213,0.1568627450980392,0.7254901960784313,0.09803921568627451,0.0196078431372549
18123917,0.32653061224489793,0.5102040816326531,0.08163265306122448,0.08163265306122448
18287346,0.14,0.7,0.16,0.0
18414007,0.08,0.7,0.18,0.04
18590574,0.28,0.46,0.1,0.16
18601082,0.16,0.2,0.14,0.5
18641737,0.18,0.56,0.14,0.12
18694691,0.28,0.46,0.16,0.1
18728370,0.04,0.76,0.14,0.06
18732705,0.22,0.56,0.16,0.06
18880876,0.38,0.46,0.1,0.06
18910482,0.16,0.68,0.1,0.06
19125619,0.28,0.5,0.14,0.08
19303231,0.3,0.44,0.2,0.06
19343707,0.23809523809523808,0.6190476190476191,0.14285714285714285,0.0
19364130,0.2653061224489796,0.5510204081632653,0.14285714285714285,0.04081632653061224
19401327,0.3076923076923077,0.6153846153846154,0.07692307692307693,0.0
19413206,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
19647012,0.36,0.5,0.1,0.04
19658633,0.24,0.42,0.1,0.24
19674931,0.02040816326530612,0.7142857142857143,0.2653061224489796,0.0
19932358,0.3,0.56,0.12,0.02
20082010,0.2,0.56,0.14,0.1
20103782,0.18,0.56,0.16,0.1
20298551,0.2391304347826087,0.5434782608695652,0.10869565217391304,0.10869565217391304
20312333,0.18,0.6,0.16,0.06
20331261,0.3,0.46,0.18,0.06
20782164,0.18,0.68,0.02,0.12
20842324,0.22,0.16,0.62,0.0
20852050,0.14,0.64,0.14,0.08
20935437,0.24,0.48,0.18,0.1
20972892,0.41379310344827586,0.3448275862068966,0.1724137931034483,0.06896551724137931
20997760,0.3,0.5,0.18,0.02
21284296,0.42,0.3,0.26,0.02
21386609,0.14,0.28,0.12,0.46
21417653,0.22,0.58,0.02,0.18
21666035,0.28,0.46,0.2,0.06
21670974,0.22,0.58,0.14,0.06
21671411,0.14285714285714285,0.673469387755102,0.10204081632653061,0.08163265306122448
21690883,0.20408163265306123,0.6938775510204082,0.061224489795918366,0.04081632653061224
21691169,0.58,0.24,0.18,0.0
21926911,0.14,0.68,0.08,0.1
21928637,0.1875,0.4791666666666667,0.3333333333333333,0.0
22008953,0.3958333333333333,0.375,0.1875,0.041666666666666664
22039423,0.18,0.42,0.28,0.12
22070187,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.0
22110116,0.36,0.46,0.06,0.12
22242990,0.24390243902439024,0.4634146341463415,0.2682926829268293,0.024390243902439025
22266845,0.125,0.625,0.0625,0.1875
22429019,0.42857142857142855,0.3877551020408163,0.14285714285714285,0.04081632653061224
22466523,0.18,0.5,0.2,0.12
22516055,0.24,0.52,0.12,0.12
22730253,0.14,0.64,0.14,0.08
22740230,0.14,0.7,0.12,0.04
22826127,0.5,0.38,0.12,0.0
22867112,0.10204081632653061,0.5510204081632653,0.20408163265306123,0.14285714285714285
22897228,0.14,0.78,0.06,0.02
22898940,0.23076923076923078,0.38461538461538464,0.38461538461538464,0.0
23176167,0.54,0.32,0.12,0.02
23196978,0.16,0.54,0.28,0.02
23496695,0.42,0.38,0.18,0.02
23673744,0.3,0.48,0.16,0.06
23869460,0.09090909090909091,0.6818181818181818,0.13636363636363635,0.09090909090909091
24001869,0.32,0.5,0.1,0.08
24163008,0.4,0.3,0.14,0.16
24444016,0.48,0.42,0.08,0.02
24549921,0.3,0.5,0.14,0.06
24703070,0.18,0.48,0.04,0.3
24708969,0.16,0.54,0.2,0.1
24750548,0.28,0.4,0.28,0.04
24788694,0.24,0.64,0.08,0.04
25055778,0.2857142857142857,0.46938775510204084,0.22448979591836735,0.02040816326530612
25130475,0.2916666666666667,0.5416666666666666,0.14583333333333334,0.020833333333333332
25334564,0.2,0.48,0.16,0.16
25432238,0.2,0.58,0.18,0.04
25517351,0.26,0.52,0.14,0.08
25576054,0.16,0.78,0.04,0.02
25613289,0.34,0.46,0.18,0.02
25925364,0.28,0.58,0.12,0.02
26092164,0.15789473684210525,0.631578947368421,0.15789473684210525,0.05263157894736842
26425871,0.32,0.4,0.2,0.08
26889832,0.46,0.38,0.16,0.0
26906490,0.20833333333333334,0.5833333333333334,0.20833333333333334,0.0
26918266,0.16,0.46,0.2,0.18
26944223,0.16,0.72,0.1,0.02
27283144,0.14,0.74,0.1,0.02
27353940,0.32,0.44,0.2,0.04
27421590,0.4489795918367347,0.40816326530612246,0.04081632653061224,0.10204081632653061
27432620,0.0,0.76,0.0,0.24
27666436,0.3,0.44,0.18,0.08
27775967,0.22,0.74,0.04,0.0
27828537,0.25,0.4583333333333333,0.20833333333333334,0.08333333333333333
27877131,0.22,0.58,0.14,0.06
27995130,0.3,0.48,0.18,0.04
28001106,0.2,0.72,0.04,0.04
28023047,0.28,0.62,0.06,0.04
28049577,0.26,0.62,0.04,0.08
28092701,0.24,0.46,0.24,0.06
28094114,0.02564102564102564,0.8717948717948718,0.10256410256410256,0.0
28217860,0.22,0.52,0.2,0.06
28369811,0.4166666666666667,0.3125,0.16666666666666666,0.10416666666666667
28370254,0.1836734693877551,0.5510204081632653,0.22448979591836735,0.04081632653061224
28833156,0.16,0.74,0.02,0.08
64642311373,0.1836734693877551,0.6530612244897959,0.10204081632653061,0.061224489795918366
66858896649,0.5,0.4166666666666667,0.08333333333333333,0.0
70402547171,0.24,0.46,0.12,0.18
70414202366,0.3,0.46,0.22,0.02
73946002415,0.34,0.3,0.26,0.1
76503280065,0.3,0.48,0.14,0.08
77241053873,0.28,0.54,0.16,0.02
78904052428,0.28,0.42,0.14,0.16
79741739982,0.16279069767441862,0.6744186046511628,0.09302325581395349,0.06976744186046512
81747795094,0.24,0.52,0.18,0.06
1690213763698737,0.12,0.36,0.12,0.4
51836365293785088,0.4,0.48,0.1,0.02
51847603436400640,0.12,0.68,0.14,0.06
51913328062664704,0.4444444444444444,0.3333333333333333,0.18518518518518517,0.037037037037037035
52229063183962112,0.1956521739130435,0.5,0.1956521739130435,0.10869565217391304
52558833344086016,0.24,0.6,0.12,0.04
53350047643344896,0.3,0.54,0.08,0.08
53411927632121856,0.22,0.64,0.02,0.12
53660774455357440,0.22,0.66,0.06,0.06
53689251355197440,0.18,0.52,0.22,0.08
53770526808109056,0.16,0.54,0.1,0.2
53838971864104960,0.0196078431372549,0.6078431372549019,0.17647058823529413,0.19607843137254902
53875198566903808,0.16666666666666666,0.7291666666666666,0.0625,0.041666666666666664
54100923815297024,0.28,0.52,0.2,0.0
54185295872557056,0.32,0.54,0.1,0.04
54289510083080192,0.12,0.74,0.12,0.02
54537886447976448,0.25,0.5625,0.041666666666666664,0.14583333333333334
54686083602481152,0.04,0.82,0.02,0.12
54822324490764288,0.2,0.6,0.2,0.0
54853723734175744,0.16216216216216217,0.7027027027027027,0.10810810810810811,0.02702702702702703
55071045602263040,0.12244897959183673,0.6122448979591837,0.10204081632653061,0.16326530612244897
55134552129556480,0.3076923076923077,0.38461538461538464,0.23076923076923078,0.07692307692307693
55447214013059072,0.1,0.72,0.0,0.18
55569539643494401,0.35294117647058826,0.4117647058823529,0.11764705882352941,0.11764705882352941
55765864637026304,0.4,0.42,0.14,0.04
55782430829203456,0.16,0.66,0.16,0.02
55899403676295168,0.3,0.54,0.0,0.16
56019150229229568,0.08,0.56,0.16,0.2
56089302392139776,0.22448979591836735,0.5714285714285714,0.04081632653061224,0.16326530612244897
56105311844962304,0.34,0.44,0.18,0.04
56141162830381056,0.22,0.4,0.14,0.24
56539941614125056,0.26,0.5,0.22,0.02
56772330047156224,0.2765957446808511,0.46808510638297873,0.14893617021276595,0.10638297872340426
56884778339160064,0.22,0.64,0.12,0.02
57123561844256768,0.26,0.58,0.16,0.0
57554444497743872,0.20588235294117646,0.5588235294117647,0.029411764705882353,0.20588235294117646
57587288649515008,0.32,0.44,0.2,0.04
57850700017172481,0.48,0.38,0.02,0.12
58085157059989504,0.26,0.48,0.26,0.0
58232323250368512,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.0
58311527895683072,0.3125,0.5208333333333334,0.16666666666666666,0.0
58434630034432000,0.14583333333333334,0.6875,0.08333333333333333,0.08333333333333333
58769257802498048,0.2,0.5,0.28,0.02
59149974046801920,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
59708300488900608,0.26,0.44,0.16,0.14
59709981213589504,0.48,0.4,0.08,0.04
59801644619550720,0.391304347826087,0.2608695652173913,0.2826086956521739,0.06521739130434782
59936161128783872,0.1836734693877551,0.4897959183673469,0.16326530612244897,0.16326530612244897
59981315931934720,0.34782608695652173,0.41304347826086957,0.1956521739130435,0.043478260869565216
60106902759583744,0.46,0.22,0.22,0.1
60109353919229952,0.52,0.34,0.14,0.0
60112914036072448,0.08,0.66,0.0,0.26
60289190277431296,0.28,0.64,0.0,0.08
60293483353104384,0.14,0.62,0.18,0.06
60575334621790208,0.2,0.58,0.18,0.04
60629553198399488,0.20408163265306123,0.5306122448979592,0.16326530612244897,0.10204081632653061
60675587094118400,0.2765957446808511,0.5106382978723404,0.14893617021276595,0.06382978723404255
60755741849968640,1.0,0.0,0.0,0.0
61487811584901120,0.17307692307692307,0.6153846153846154,0.21153846153846154,0.0
61518646958669824,0.14,0.68,0.02,0.16
61572939048873984,0.0,1.0,0.0,0.0
61968732700303360,0.061224489795918366,0.7551020408163265,0.02040816326530612,0.16326530612244897
61980479096172544,0.14,0.6,0.06,0.2
62073299907702784,0.04,0.6,0.08,0.28
62397011047542785,0.0,0.96,0.02,0.02
62822014532542464,0.12,0.72,0.08,0.08
63037202665840640,0.34,0.54,0.08,0.04
63167019088384000,0.11627906976744186,0.6976744186046512,0.09302325581395349,0.09302325581395349
63178411946319872,0.28,0.48,0.18,0.06
63216411661103105,0.12,0.56,0.14,0.18
63548635254190080,0.16,0.64,0.18,0.02
63760936435449856,0.2857142857142857,0.5102040816326531,0.1836734693877551,0.02040816326530612
64229634694774784,0.3333333333333333,0.3958333333333333,0.20833333333333334,0.0625
64569455246135296,0.24489795918367346,0.5306122448979592,0.1836734693877551,0.04081632653061224
64664536737193984,0.22,0.42,0.22,0.14
64849155210117120,0.28,0.62,0.04,0.06
64958793041670144,0.18,0.68,0.06,0.08
65308254578241536,0.16,0.6,0.2,0.04
65556202331398144,0.18518518518518517,0.5555555555555556,0.07407407407407407,0.18518518518518517
65659877204762624,0.14,0.66,0.1,0.1
65812345788112896,0.22,0.48,0.2,0.1
66101334474543104,0.34,0.4,0.04,0.22
66175309191921664,0.26,0.64,0.04,0.06
66223924052537344,0.26,0.5,0.2,0.04
66419029535379456,0.13725490196078433,0.6078431372549019,0.0392156862745098,0.21568627450980393
66538861543043072,0.38,0.56,0.04,0.02
66541757437399040,0.32,0.48,0.14,0.06
66694223315369984,0.54,0.32,0.12,0.02
66728579882905600,0.22,0.58,0.1,0.1
66755353844969472,0.16,0.54,0.24,0.06
66856079430557696,0.24,0.48,0.18,0.1
67093928545558529,0.2,0.72,0.02,0.06
67100113449472000,0.3877551020408163,0.46938775510204084,0.10204081632653061,0.04081632653061224
67211703104442368,0.32,0.48,0.18,0.02
67581249594232833,0.75,0.25,0.0,0.0
67994033712726016,0.24,0.46,0.1,0.2
68136155476586496,0.16326530612244897,0.4489795918367347,0.2653061224489796,0.12244897959183673
68393748405084160,0.22916666666666666,0.5416666666666666,0.14583333333333334,0.08333333333333333
68558309250764800,0.15384615384615385,0.6153846153846154,0.07692307692307693,0.15384615384615385
68586027933687808,0.26,0.44,0.28,0.02
68610507359809536,0.22,0.62,0.06,0.1
68846673786974208,0.24444444444444444,0.5777777777777777,0.044444444444444446,0.13333333333333333
69637009446707200,0.14,0.7,0.04,0.12
69661804796252160,0.26,0.64,0.06,0.04
69983706660106240,0.28,0.54,0.18,0.0
70736800633274368,0.4,0.5428571428571428,0.02857142857142857,0.02857142857142857
71085627215122432,0.18,0.72,0.06,0.04
71150703485861888,0.12,0.7,0.1,0.08
71287783385931776,0.22,0.46,0.26,0.06
71419929761050624,0.3333333333333333,0.42857142857142855,0.23809523809523808,0.0
71706097203474432,0.44680851063829785,0.3829787234042553,0.14893617021276595,0.02127659574468085
71731225316519936,0.26,0.5,0.14,0.1
71736486475296768,0.1836734693877551,0.5918367346938775,0.12244897959183673,0.10204081632653061
71931423766478848,0.12,0.8,0.04,0.04
73302772426670080,0.10869565217391304,0.6304347826086957,0.08695652173913043,0.17391304347826086
73313113881616384,0.34,0.54,0.04,0.08
73553348716601344,0.34,0.6,0.06,0.0
73742862961545217,0.045454545454545456,0.7727272727272727,0.09090909090909091,0.09090909090909091
73979789803409408,0.25,0.4166666666666667,0.16666666666666666,0.16666666666666666
74177657327808512,0.22,0.62,0.16,0.0
74332096537739264,0.32,0.52,0.1,0.06
74369777141452800,0.28,0.44,0.1,0.18
74695908877012992,0.3673469387755102,0.5306122448979592,0.08163265306122448,0.02040816326530612
75193436491919360,0.46,0.12,0.06,0.36
75243129875881984,0.18,0.68,0.06,0.08
75346073120067584,0.2553191489361702,0.48936170212765956,0.06382978723404255,0.19148936170212766
75800806653882368,0.3,0.48,0.16,0.06
75953720919797760,0.20408163265306123,0.6326530612244898,0.14285714285714285,0.02040816326530612
75965293688164353,0.44,0.36,0.2,0.0
76411764724080640,0.1,0.62,0.22,0.06
76533163979665408,0.26,0.64,0.1,0.0
76854210973102080,0.16,0.66,0.16,0.02
76873631456186368,0.23684210526315788,0.4473684210526316,0.21052631578947367,0.10526315789473684
77929677712941056,0.0,0.5,0.25,0.25
78303944254377984,0.28,0.46,0.12,0.14
78617291168317440,0.16279069767441862,0.7441860465116279,0.06976744186046512,0.023255813953488372
78940920577978368,0.26,0.46,0.2,0.08
79012912148725760,0.5,0.34,0.06,0.1
79459391325827072,0.26,0.5,0.16,0.08
79493405633830912,0.3,0.55,0.05,0.1
80154139288104960,0.1,0.4,0.48,0.02
81191286912737280,0.3,0.56,0.1,0.04
81320770076819456,0.2,0.66,0.06,0.08
81410333180878848,0.26,0.46,0.08,0.2
81416957639438336,0.3,0.52,0.16,0.02
81454624951422976,0.22,0.68,0.1,0.0
81481266411225088,0.16,0.76,0.06,0.02
81563067905437696,0.24,0.52,0.24,0.0
81657487690452992,0.18,0.26,0.02,0.54
81890173134733312,0.0,1.0,0.0,0.0
81966519844274176,0.1,0.74,0.14,0.02
82025415359242241,0.08,0.82,0.06,0.04
82116657225056256,0.26,0.54,0.2,0.0
82226558052012032,0.15555555555555556,0.5333333333333333,0.26666666666666666,0.044444444444444446
82490299419074560,0.24,0.56,0.2,0.0
82679166034206720,0.22,0.48,0.24,0.06
83015030543179776,0.16666666666666666,0.5,0.3333333333333333,0.0
83361453134508032,0.32,0.44,0.22,0.02
83464974299197440,0.14,0.64,0.16,0.06
83682290718957568,0.2222222222222222,0.6,0.15555555555555556,0.022222222222222223
83790168607870976,0.2222222222222222,0.6944444444444444,0.05555555555555555,0.027777777777777776
84482950267822080,0.2,0.48,0.28,0.04
84743990767403008,0.4,0.4,0.14,0.06
84983892281008128,0.24,0.64,0.08,0.04
85115778391273473,0.34375,0.375,0.0625,0.21875
85239085019123713,0.0,0.75,0.0,0.25
85540519329550336,0.0,1.0,0.0,0.0
85741840754192384,0.38,0.42,0.16,0.04
85848316546023424,0.04,0.86,0.02,0.08
85966966208741376,0.14285714285714285,0.6122448979591837,0.20408163265306123,0.04081632653061224
86066664500269056,0.1891891891891892,0.7027027027027027,0.08108108108108109,0.02702702702702703
86118548174966784,0.09803921568627451,0.6078431372549019,0.0392156862745098,0.2549019607843137
86190669995610112,0.0967741935483871,0.6774193548387096,0.16129032258064516,0.06451612903225806
86308245622902784,0.36,0.4,0.24,0.0
86583066760007680,0.30612244897959184,0.42857142857142855,0.14285714285714285,0.12244897959183673
86687493957259264,0.36,0.36,0.18,0.1
86846749994012672,0.44,0.32,0.06,0.18
87002132884656128,0.32,0.44,0.14,0.1
88077497661046784,0.36,0.34,0.24,0.06
88092183387373568,0.0,0.0,1.0,0.0
88355560789602304,0.12,0.62,0.12,0.14
88483561762127872,0.06,0.78,0.12,0.04
88761242906931200,0.09090909090909091,0.6363636363636364,0.09090909090909091,0.18181818181818182
88798756577370112,0.2,0.4444444444444444,0.28888888888888886,0.06666666666666667
88826999229562880,0.23529411764705882,0.6470588235294118,0.09803921568627451,0.0196078431372549
88863882307346432,0.06,0.54,0.08,0.32
89088820331077632,0.20408163265306123,0.5510204081632653,0.10204081632653061,0.14285714285714285
89139561326399488,0.24,0.5,0.14,0.12
89150054132809728,0.10204081632653061,0.8367346938775511,0.0,0.061224489795918366
89544674671017984,0.24489795918367346,0.5102040816326531,0.24489795918367346,0.0
91212101850910720,0.3684210526315789,0.3157894736842105,0.2631578947368421,0.05263157894736842
91360690740862976,0.25,0.5,0.25,0.0
92060146264141824,0.12,0.68,0.1,0.1
92091545654345728,0.14285714285714285,0.5918367346938775,0.22448979591836735,0.04081632653061224
92112542486908928,0.32,0.42,0.22,0.04
92411309203341312,0.2,0.52,0.08,0.2
93427592082432000,0.24,0.52,0.18,0.06
93580476665253888,0.32,0.36,0.28,0.04
93912101194223616,0.32653061224489793,0.30612244897959184,0.30612244897959184,0.061224489795918366
93948999182741504,0.32,0.48,0.08,0.12
94265167865085952,0.36,0.34,0.16,0.14
94680417592549376,0.26,0.6,0.14,0.0
94966398124163072,0.4166666666666667,0.4583333333333333,0.125,0.0
95333890600374272,0.14,0.66,0.2,0.0
95390900477902848,0.32,0.48,0.16,0.04
95407234263678976,0.34,0.48,0.14,0.04
95466101987291136,0.26,0.52,0.14,0.08
95657448765579264,0.43902439024390244,0.21951219512195122,0.3170731707317073,0.024390243902439025
95931975407894528,0.36,0.38,0.24,0.02
96072813119246336,0.0,0.0,0.0,1.0
96305582285922304,0.20454545454545456,0.36363636363636365,0.3181818181818182,0.11363636363636363
96444396702760960,0.19607843137254902,0.5098039215686274,0.17647058823529413,0.11764705882352941
96517379320430593,0.30612244897959184,0.5714285714285714,0.08163265306122448,0.04081632653061224
96580454287298560,0.16,0.84,0.0,0.0
97883221786312704,0.2916666666666667,0.375,0.125,0.20833333333333334
98290152690573312,0.20833333333333334,0.5208333333333334,0.125,0.14583333333333334
98549173246902272,0.7777777777777778,0.2222222222222222,0.0,0.0
98735554162200576,1.0,0.0,0.0,0.0
98990484450148352,0.22,0.44,0.14,0.2
98997649055318016,0.14,0.52,0.3,0.04
99308004684017664,0.48,0.36,0.12,0.04
100021897802739712,0.3,0.54,0.14,0.02
100459688189628416,0.22916666666666666,0.4166666666666667,0.3125,0.041666666666666664
100824470675771392,0.5,0.0,0.5,0.0
100832535391170560,0.3684210526315789,0.3684210526315789,0.21052631578947367,0.05263157894736842
100994653306368000,0.22,0.52,0.18,0.08
100998678831587328,0.22,0.44,0.26,0.08
101040880882544640,0.2653061224489796,0.3469387755102041,0.1836734693877551,0.20408163265306123
101175430723866624,0.08,0.44,0.16,0.32
101519699607273472,0.2553191489361702,0.6382978723404256,0.10638297872340426,0.0
101681846215700480,0.28,0.38,0.26,0.08
101859420434845696,0.30434782608695654,0.5434782608695652,0.10869565217391304,0.043478260869565216
101924494230937600,0.1,0.64,0.14,0.12
101992107665518592,0.1836734693877551,0.5918367346938775,0.12244897959183673,0.10204081632653061
102256313404932096,0.18,0.56,0.0,0.26
103529539867123712,0.38,0.4,0.2,0.02
103564404029317120,0.3,0.4,0.2,0.1
103648362071035904,0.2,0.68,0.1,0.02
103707893073408000,0.28888888888888886,0.4666666666666667,0.13333333333333333,0.1111111111111111
103806578524356608,0.3,0.42,0.28,0.0
103855853400739840,0.2,0.58,0.18,0.04
103938903778185216,0.42,0.44,0.14,0.0
104473915338452992,0.34,0.38,0.28,0.0
104480397429813248,0.2,0.54,0.08,0.18
104732526954385408,0.3,0.58,0.1,0.02
106540428564348929,0.1836734693877551,0.5306122448979592,0.16326530612244897,0.12244897959183673
106801413309014016,0.30612244897959184,0.3877551020408163,0.12244897959183673,0.1836734693877551
106871993047654400,0.22,0.56,0.2,0.02
107030441781616640,0.36,0.56,0.02,0.06
107342377937264641,0.2619047619047619,0.5,0.14285714285714285,0.09523809523809523
107354896219152384,0.0,0.9,0.0,0.1
107530745555914752,0.42105263157894735,0.3684210526315789,0.05263157894736842,0.15789473684210525
