AuthorId,text_CaptionLength_bin_0,text_CaptionLength_bin_1,text_CaptionLength_bin_2,text_CaptionLength_bin_3,text_CaptionLength_bin_4,text_CaptionLength_bin_5,text_CaptionLength_bin_6,text_CaptionLength_bin_7,text_CaptionLength_bin_8,text_CaptionLength_bin_9,text_CaptionLength_bin_10,text_CaptionLength_bin_11,text_EmojisLength_bin_0,text_EmojisLength_bin_1,text_EmojisLength_bin_2,text_EmojisLength_bin_3,text_EmojisLength_bin_4,text_EmojisLength_bin_5,text_EmojisLength_bin_6,text_EmojisLength_bin_7,text_EmojisLength_bin_8,text_EmojisLength_bin_9,text_EmojisLength_bin_10,text_EmojisLength_bin_11,text_n_hashtag_bin_0,text_n_hashtag_bin_1,text_n_hashtag_bin_2,text_n_hashtag_bin_3,text_n_hashtag_bin_4,text_n_hashtag_bin_5,text_n_hashtag_bin_6,text_n_hashtag_bin_7,text_n_hashtag_bin_8,text_n_hashtag_bin_9,text_n_hashtag_bin_10,text_n_hashtag_bin_11,text_CaptionLength_min,text_EmojisLength_min,text_n_hashtag_min,text_CaptionLength_max,text_EmojisLength_max,text_n_hashtag_max,text_CaptionLength_mean,text_EmojisLength_mean,text_n_hashtag_mean,text_CaptionLength_std,text_EmojisLength_std,text_n_hashtag_std,text_EmoNegative_bin_0,text_EmoNegative_bin_1,text_EmoNegative_bin_2,text_EmoNegative_bin_3,text_EmoNegative_bin_4,text_EmoNegative_bin_5,text_EmoNegative_bin_6,text_EmoNegative_bin_7,text_EmoNegative_bin_8,text_EmoNegative_bin_9,text_EmoNegative_bin_10,text_EmoNegative_bin_11,text_EmoNeutral_bin_0,text_EmoNeutral_bin_1,text_EmoNeutral_bin_2,text_EmoNeutral_bin_3,text_EmoNeutral_bin_4,text_EmoNeutral_bin_5,text_EmoNeutral_bin_6,text_EmoNeutral_bin_7,text_EmoNeutral_bin_8,text_EmoNeutral_bin_9,text_EmoNeutral_bin_10,text_EmoNeutral_bin_11,text_EmoPositive_bin_0,text_EmoPositive_bin_1,text_EmoPositive_bin_2,text_EmoPositive_bin_3,text_EmoPositive_bin_4,text_EmoPositive_bin_5,text_EmoPositive_bin_6,text_EmoPositive_bin_7,text_EmoPositive_bin_8,text_EmoPositive_bin_9,text_EmoPositive_bin_10,text_EmoPositive_bin_11,text_EmoSentScore_bin_0,text_EmoSentScore_bin_1,text_EmoSentScore_bin_2,text_EmoSentScore_bin_3,text_EmoSentScore_bin_4,text_EmoSentScore_bin_5,text_EmoSentScore_bin_6,text_EmoSentScore_bin_7,text_EmoSentScore_bin_8,text_EmoSentScore_bin_9,text_EmoSentScore_bin_10,text_EmoSentScore_bin_11,text_EmoNegative_min,text_EmoNeutral_min,text_EmoPositive_min,text_EmoSentScore_min,text_EmoNegative_max,text_EmoNeutral_max,text_EmoPositive_max,text_EmoSentScore_max,text_EmoNegative_mean,text_EmoNeutral_mean,text_EmoPositive_mean,text_EmoSentScore_mean,text_EmoNegative_std,text_EmoNeutral_std,text_EmoPositive_std,text_EmoSentScore_std
@FoodfusionPk,0.0,0.55,0.05,0.0,0.05,0.0,0.05,0.05,0.05,0.0,0.15,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.35,0.1,0.1,0.0,0.1,0.15,0.0,0.05,0.1,0.0,0.05,0,0,0,2488,2,7,819.45,0.1,2.4,1003.1720466914724,0.4472135954999579,2.370875920747213,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.75,0.25,0.25,0.0,0.3535533905932738,0.3535533905932738,0.3535533905932738
@ForeverDansky,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.2,0.5,0.1,0.05,0.0,0.1,0,0,0,1236,3,9,1130.95,2.85,6.0,267.0005864373612,0.6708203932499369,1.8353258709644944,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0314465408805031,0.3459119496855345,0.32,0.28,0.0588235294117647,0.64,0.6226415094339622,0.591,0.0434233567640892,0.4789641139474657,0.4776125292884449,0.434,0.0115373983114336,0.1227622520971859,0.1249739789641843,0.1281116979157529
@FranceskaChef,0.0,0.2,0.0666666666666666,0.1333333333333333,0.2666666666666666,0.1333333333333333,0.0666666666666666,0.0,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.6,0.0,0.0666666666666666,0.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.1333333333333333,0.0,0.0666666666666666,0.0,0.5333333333333333,0.3333333333333333,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0,0,0,2563,15,45,909.1333333333332,4.333333333333333,6.933333333333334,749.8545446253146,5.8268671644701975,10.944448473127936,0.0,0.6,0.2615384615384615,0.0461538461538461,0.0,0.0,0.0923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0153846153846153,0.0923076923076923,0.2,0.0307692307692307,0.2153846153846154,0.123076923076923,0.1692307692307692,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.1538461538461538,0.3230769230769231,0.1384615384615384,0.1384615384615384,0.0615384615384615,0.0923076923076923,0.0769230769230769,0.0,0.0,0.0153846153846153,0.0,0.0923076923076923,0.0,0.0153846153846153,0.2,0.3538461538461538,0.1538461538461538,0.0923076923076923,0.0307692307692307,0.0461538461538461,0.0,0.0153846153846153,0.0,0.0,0.1576576576576576,-0.333,0.5555555555555556,0.8333333333333334,1.0,1.0,0.1284157486450144,0.4734569321670343,0.3981273191879512,0.2696923076923077,0.1489859923079749,0.22725410418213,0.20141200986332,0.2716936419869885
@FrankelyMC,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,52,1,0,26.0,0.5,0.0,36.76955262170047,0.7071067811865476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0805717998700454,0.4210526315789473,0.4983755685510071,0.418,0.0805717998700454,0.4210526315789473,0.4983755685510071,0.418,0.0805717998700454,0.4210526315789473,0.4983755685510071,0.418,,,,
@FraserWilsonFit,0.0,0.1875,0.0,0.5,0.1875,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1445,5,0,391.0,3.0,0.0,331.9582303041554,2.1291625896895083,0.0,0.0,0.9583333333333334,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2291666666666666,0.7291666666666666,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.7291666666666666,0.0,0.2291666666666666,0.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.0,0.0,0.0,0.0,0.0,0.7291666666666666,0.0,0.0,0.0,0.2291666666666666,0.0684931506849315,0.3009226401703335,0.2626728110599078,0.14,0.1228878648233487,0.6144393241167435,0.6273953158268275,0.556,0.071490385159386,0.4366720951420726,0.4918375196985414,0.4205416666666666,0.010913806796478,0.080277683892488,0.084758082665195,0.0903776846711887
@Fresy,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,2336,4,0,1206.75,1.0,0.0,1305.4800841069923,2.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0454545454545454,0.3157894736842105,0.4107142857142857,0.256,0.1547619047619047,0.4345238095238095,0.6363636363636364,0.591,0.0941330599225336,0.3592290385053542,0.5466379015721121,0.4525,0.0452696485159108,0.0557544191209916,0.0990366538051721,0.1435931753252918
@FusionofCultures,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,194,0,0,2103,20,6,1148.5,10.0,3.0,1349.866845285119,14.142135623730953,4.242640687119285,0.0,0.45,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.55,0.15,0.15,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.05,0.05,0.35,0.25,0.1,0.05,0.0,0.05,0.0,0.05,0.0,0.15,0.05,0.3,0.2,0.15,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.1666666666666666,1.0,1.0,1.0,0.0904351174252017,0.3406792766533467,0.5688856059214515,0.47835,0.0575724676456173,0.208161378204176,0.2061043568943577,0.219685007753326
@GACHALIFEGAMING,0.0,0.4545454545454545,0.2727272727272727,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.8181818181818182,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0,0,0,559,3,1,108.1818181818182,0.3636363636363636,0.0909090909090909,158.47259585292227,0.9244162777371754,0.3015113445777636,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0352743561030235,0.2718365061590145,0.6928891377379619,0.658,0.0352743561030235,0.2718365061590145,0.6928891377379619,0.658,0.0352743561030235,0.2718365061590145,0.6928891377379619,0.658,0.0,0.0,0.0,0.0
@GW_MANISH,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.05,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.45,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0,0,0,800,3,17,664.7,2.05,14.45,286.5941748407172,1.09904264559757,6.227908325052894,0.0,0.073170731707317,0.6097560975609756,0.1219512195121951,0.0,0.1219512195121951,0.073170731707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073170731707317,0.3170731707317073,0.0,0.4146341463414634,0.024390243902439,0.1707317073170731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2926829268292683,0.5121951219512195,0.1219512195121951,0.0,0.0,0.073170731707317,0.0,0.0,0.0,0.0,0.1707317073170731,0.024390243902439,0.0,0.1951219512195122,0.1219512195121951,0.4146341463414634,0.0,0.0,0.0,0.0,0.073170731707317,0.0517376946060701,0.1071428571428571,0.2575757575757575,-0.214,0.5424354243542435,0.6144393241167435,0.7296744771190439,0.678,0.2096275877380763,0.4049232383777582,0.3854491738841654,0.1757560975609756,0.1412152563481471,0.1529580896233806,0.117120539663156,0.2094478193354856
@GabonTelecomofficiel,0.0,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.2307692307692307,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.7692307692307693,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.3846153846153846,0.0,0.0769230769230769,0.0,0.0,0.2307692307692307,0.0,0.2307692307692307,0.0,0.0,0.0769230769230769,95,0,0,737,4,4,303.15384615384613,0.6923076923076923,1.5384615384615383,166.81469067693354,1.4935759876113537,1.4500221041639685,0.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.3333333333333333,0.0,0.2222222222222222,0.1111111111111111,0.0,0.2727272727272727,0.3178294573643411,-0.07,0.3875968992248062,0.6,0.6363636363636364,0.571,0.1206086738007817,0.39810668135202,0.4812846448471981,0.3605555555555556,0.1298547752318631,0.1087368810725053,0.1043591322638682,0.2089546069790704
@GaelNetplay,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.631578947368421,0.2631578947368421,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0526315789473684,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.631578947368421,0,0,0,382,6,3,355.3157894736842,4.789473684210527,2.526315789473684,86.61732738608814,1.1822270588653645,0.7723284457212329,0.0,0.8021978021978022,0.1978021978021978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6043956043956044,0.1978021978021978,0.0,0.0,0.1978021978021978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1978021978021978,0.0,0.0,0.0,0.8021978021978022,0.0,0.0,0.0,0.0,0.0,0.1978021978021978,0.0,0.0,0.0,0.0,0.0,0.1978021978021978,0.0,0.1978021978021978,0.1978021978021978,0.2087912087912088,0.0436634717784877,0.2566560170394036,0.2671755725190839,0.214,0.1031390134529148,0.6793893129770993,0.6996805111821086,0.656,0.0579712790150699,0.3623831384834921,0.5796455825014379,0.5218901098901099,0.0228156614007816,0.1595579223757602,0.1592128229989751,0.1620786812048361
@GameStoresSA,0.0,0.25,0.35,0.2,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.8,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.05,112,0,0,319,2,2,165.3,0.3,0.25,54.5315939327112,0.7326950970650465,0.5501196042201808,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.081081081081081,0.4081632653061224,0.4864864864864865,0.405,0.0816326530612244,0.4324324324324324,0.5102040816326531,0.429,0.0813568670711527,0.4202978488692774,0.4983452840595698,0.417,0.0003021084156123,0.0132927702869428,0.0129906618713304,0.0131453413801239
@GayleMudjanima,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0,0,0,106,17,2,40.8,3.6,0.6,55.93925276583519,7.503332592921629,0.8944271909999159,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.9444444444444444,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.04125,0.218587828274886,0.6741666666666667,0.633,0.0517376946060701,0.2845833333333333,0.7296744771190439,0.678,0.0511550449057329,0.2222542452225775,0.7265907098716896,0.6755,0.0024719733249885,0.0155552897182197,0.0130833163932311,0.0106066017177982
@GeneveAeroport,0.0,0.1875,0.0625,0.25,0.375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.625,0.125,0.0,0.0625,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.8125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0,0,0,1018,8,6,307.8125,1.3125,0.9375,234.926717297118,2.3012677665437664,2.112463017427761,0.0,0.9047619047619048,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.2857142857142857,0.0476190476190476,0.3809523809523809,0.0,0.0,0.0,0.1904761904761904,0.0,0.0476190476190476,0.0,0.0476190476190476,0.1904761904761904,0.0,0.0476190476190476,0.3333333333333333,0.0476190476190476,0.2857142857142857,0.0,0.0,0.0,0.0476190476190476,0.0,0.0476190476190476,0.1904761904761904,0.0476190476190476,0.0476190476190476,0.3333333333333333,0.1904761904761904,0.0952380952380952,0.0,0.0,0.0,0.0476190476190476,0.0,0.0,0.0,0.0,0.1382978723404255,1.0,1.0,1.0,0.061446420595931,0.459950082363727,0.478603497040342,0.4172380952380952,0.0400109205332794,0.2583123869824067,0.24127582094848,0.2299223574952868
@GeometraDaniloTorresi,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.05,0.25,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1279,123,0,942.4,84.0,0.0,354.8543659765673,29.581288538178107,0.0,0.0,0.9345238095238096,0.0654761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178571428571428,0.9821428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0654761904761904,0.9345238095238096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0654761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0178571428571428,0.0,0.0,0.9166666666666666,0.0,0.4691780821917808,0.3076923076923077,0.185,0.123076923076923,0.5692307692307692,0.4814814814814814,0.481,0.0092817000351246,0.5209578842855098,0.4697604156793654,0.4600654761904761,0.0314649243132332,0.0143538219542291,0.0429863142311591,0.0737353686140176
@GilraenEarfalas,0.0,0.7142857142857143,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.7857142857142857,0.0,0.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0,0,0,1257,15,3,212.5,1.0714285714285714,0.4285714285714285,435.57155201307273,4.008918628686366,0.9376144618769908,0.0,0.8666666666666667,0.1333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.2,0.0666666666666666,0.0,0.0,0.0,0.6,0.0666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.2,0.0666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.6,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0666666666666666,0.0,0.0666666666666666,0.0,0.0666666666666666,0.0,0.2718365061590145,0.0,0.0,0.1627906976744186,1.0,0.6928891377379619,0.658,0.0206117443259035,0.7635569181018348,0.2158313375722616,0.1953333333333333,0.0490758235487308,0.2517602102205195,0.2241123432311829,0.2047596732990259
@GoldenKeysKaraoke,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857142,0,0,0,1883,6,3,391.0,1.2857142857142858,0.6428571428571429,777.2830392314778,2.5548918817579205,1.2774459408789602,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0,0.0,0.0,0.1666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.0,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.1657142857142857,0.0,-0.136,0.1363636363636363,0.8636363636363636,0.7901863354037267,0.746,0.0933137011941359,0.5046512746512746,0.4020350241545893,0.3088333333333333,0.0538826684074023,0.2968785403584396,0.315645159087898,0.3417648400323722
@GoodMythicalMorning,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.05,100,0,0,4736,1,3,576.8,0.1,1.05,1369.727771646999,0.3077935056255462,0.5104177855340405,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4364820846905538,0.2204125950054288,0.3431053203040173,-0.093,0.4364820846905538,0.2204125950054288,0.3431053203040173,-0.093,0.4364820846905538,0.2204125950054288,0.3431053203040173,-0.093,0.0,0.0,0.0,0.0
@GossipGossip,0.0,0.15,0.1,0.15,0.2,0.1,0.05,0.1,0.1,0.0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92,0,0,382,1,0,204.75,0.05,0.0,75.00587696272453,0.2236067977499789,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.851063829787234,0.1489361702127659,0.149,0.0,0.851063829787234,0.1489361702127659,0.149,0.0,0.851063829787234,0.1489361702127659,0.149,,,,
@GrandLineReview,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,816,9,0,816,9,0,816.0,9.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0222222222222222,0.4571428571428571,0.4444444444444444,0.371,0.0857142857142857,0.5333333333333333,0.4571428571428571,0.422,0.036331569664903,0.5164021164021163,0.4472663139329806,0.4106666666666666,0.0279973683710538,0.0335968420452646,0.0055994736742107,0.022488886144049
@GrandpaKitchen,0.0,0.2857142857142857,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,436,1,0,273.1428571428572,0.5,0.0,203.9501662898815,0.5188745216627708,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
@GreedyWeb,0.0,0.3,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.45,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.35,0.05,0.05,0.1,0.05,0.1,0.25,0.0,0.0,0.0,0.05,0,0,0,1984,4,26,430.7,0.8,8.65,515.7934205004741,1.005249379900069,7.988643254810642,0.0,0.6875,0.25,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.125,0.3125,0.125,0.375,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0625,0.25,0.0625,0.0625,0.0,0.3125,0.125,0.0,0.218587828274886,0.3467153284671533,0.158,0.2894736842105263,0.6277372262773723,0.7296744771190439,0.678,0.0837994233187722,0.3149565791626775,0.6012439975185502,0.5175625,0.0667269136294231,0.1168857399320947,0.1159221616948735,0.1488117238884983
