AuthorId,video_male,video_female,video_age_bin_0,video_age_bin_1,video_age_bin_2,video_age_bin_3,video_age_bin_4,video_age_bin_5,video_age_bin_6,video_age_bin_7,video_age_bin_8,video_age_bin_9,video_age_bin_10,video_age_bin_11,video_age_bin_12,video_age_bin_13,video_age_bin_14,video_age_bin_15,video_age_bin_16,video_age_bin_17,video_age_bin_18,video_age_bin_19,video_age_bin_20,video_age_bin_21,video_indian,video_white,video_asian,video_middle eastern,video_latino hispanic,video_black,video_surprise,video_sad,video_fear,video_neutral,video_angry,video_happy,video_disgust,video_0_faces,video_1_faces,video_2_faces,video_3_faces,video_4_faces,video_5_faces,video_above5_faces,video_age_min,video_age_max,video_age_mean,video_age_std
@1020tinky,0.0,1.0,0.0,0.0,0.0,0.0,0.08,0.68,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.04,0.0,0.76,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19,28,23.04,2.281812145349978
@123nigerianmovies,0.4002493765586035,0.5997506234413965,0.0,0.0236907730673316,0.0236907730673316,0.027431421446384,0.0511221945137157,0.1895261845386533,0.2718204488778055,0.1533665835411471,0.0810473815461346,0.041147132169576,0.0511221945137157,0.027431421446384,0.0236907730673316,0.0187032418952618,0.0099750623441396,0.0049875311720698,0.0012468827930174,0.0,0.0,0.0,0.0,0.0,0.0099750623441396,0.1271820448877805,0.2780548628428927,0.0112219451371571,0.0149625935162094,0.5586034912718204,0.0124688279301745,0.3615960099750623,0.1072319201995012,0.298004987531172,0.1109725685785536,0.1072319201995012,0.0024937655860349,0.4825806451612903,0.3864516129032258,0.036774193548387,0.012258064516129,0.0051612903225806,0.0,0.0,0,75,30.061097256857856,12.561559092504176
@2009JoRose,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.625,0.0,0.0,0.0,0.25,0.125,0.125,0.125,0.125,0.25,0.0,0.4285714285714285,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,17,26,20.875,2.850438562747845
@2mtv,0.6306471306471306,0.3693528693528694,0.0,0.0329670329670329,0.0372405372405372,0.0225885225885225,0.0323565323565323,0.115995115995116,0.2338217338217338,0.2496947496947497,0.1336996336996337,0.0824175824175824,0.0231990231990232,0.014041514041514,0.0085470085470085,0.0067155067155067,0.0048840048840048,0.0012210012210012,0.0006105006105006,0.0,0.0,0.0,0.0,0.0,0.0085470085470085,0.5476190476190477,0.1611721611721611,0.1172161172161172,0.0677655677655677,0.0976800976800976,0.0189255189255189,0.2472527472527472,0.1575091575091575,0.3284493284493284,0.0848595848595848,0.163003663003663,0.0,0.3726541554959786,0.1899655304481042,0.0677901187284565,0.0543852929911911,0.0072769054002297,0.0103408655687476,0.006893910379165,1,75,29.65018315018315,11.0991135085217
@3BHoops,0.2592592592592592,0.7407407407407407,0.0,0.3180827886710239,0.1568627450980392,0.0806100217864923,0.1111111111111111,0.0849673202614379,0.0544662309368191,0.1263616557734204,0.0522875816993464,0.0043572984749455,0.0065359477124183,0.0043572984749455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008714596949891,0.6492374727668845,0.2875816993464052,0.008714596949891,0.0065359477124183,0.0392156862745098,0.0043572984749455,0.1699346405228758,0.3355119825708061,0.3376906318082788,0.0261437908496732,0.1263616557734204,0.0,0.0928853754940711,0.2094861660079051,0.033596837944664,0.0138339920948616,0.0118577075098814,0.0019762845849802,0.0454545454545454,0,54,14.68627450980392,12.560840889978046
@3alamuki,0.1702127659574468,0.8297872340425532,0.0,0.0851063829787234,0.0425531914893617,0.1276595744680851,0.1063829787234042,0.2553191489361702,0.0851063829787234,0.1063829787234042,0.1063829787234042,0.0212765957446808,0.0,0.0,0.0212765957446808,0.0212765957446808,0.0212765957446808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5106382978723404,0.4468085106382978,0.0425531914893617,0.0,0.0,0.0,0.0425531914893617,0.1489361702127659,0.5319148936170213,0.1063829787234042,0.1702127659574468,0.0,0.9619124797406808,0.0283630470016207,0.0048622366288492,0.0,0.0,0.0,0.0,3,66,24.29787234042553,14.203359819326614
@420LanCR,0.5,0.5,0.0,0.2007299270072992,0.0547445255474452,0.0364963503649635,0.0401459854014598,0.1350364963503649,0.1678832116788321,0.1423357664233576,0.0948905109489051,0.0474452554744525,0.0364963503649635,0.0145985401459854,0.0182481751824817,0.0036496350364963,0.0072992700729927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6204379562043796,0.2737226277372263,0.0510948905109489,0.0072992700729927,0.0474452554744525,0.0072992700729927,0.4014598540145985,0.1715328467153284,0.291970802919708,0.0437956204379562,0.083941605839416,0.0,0.2346368715083799,0.0810055865921787,0.0083798882681564,0.0391061452513966,0.0027932960893854,0.0027932960893854,0.0502793296089385,0,68,23.759124087591243,15.210380852459066
@4EverDogs,0.7319842053307009,0.2680157946692991,0.0,0.0814412635735439,0.0602171767028627,0.0128331688055281,0.0138203356367226,0.0256663376110562,0.0513326752221125,0.0355380059230009,0.0192497532082922,0.0236920039486673,0.0365251727541954,0.1066140177690029,0.2048371174728529,0.2097729516288252,0.0710760118460019,0.0261599210266535,0.0162882527147087,0.0049358341559723,0.0,0.0,0.0,0.0,0.0044422507403751,0.3548864758144126,0.1525172754195459,0.1796643632773938,0.295162882527147,0.0133267522211253,0.0350444225074037,0.2038499506416584,0.2077986179664363,0.2847976307996051,0.0883514313919052,0.1767028627838104,0.0034550839091806,0.0906642728904847,0.5116696588868941,0.1490125673249551,0.0157091561938958,0.0053859964093357,0.0044883303411131,0.0013464991023339,0,80,45.95952615992103,21.76594555149565
@4FikiNubi,0.3636363636363636,0.6363636363636364,0.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0909090909090909,0.1818181818181818,0.0,0.1818181818181818,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.3636363636363636,0.0,0.0,0.0909090909090909,0.0,0.4545454545454545,0.0,0.4545454545454545,0.0909090909090909,0.0,0.0,0.9870892018779344,0.0129107981220657,0.0,0.0,0.0,0.0,0.0,6,51,26.0,15.381807436059
@4THIMPACTMUSIC,0.0710491367861885,0.9289508632138114,0.0,0.1941124391323594,0.0730411686586985,0.0522355024347056,0.0495794599380256,0.1361221779548472,0.2952633908809207,0.1027003098716246,0.0440460380699424,0.0225763612217795,0.0230190349712262,0.0046480743691899,0.0011066843736166,0.0006640106241699,0.0006640106241699,0.0002213368747233,0.0,0.0,0.0,0.0,0.0,0.0,0.0086321381142098,0.4424524125719344,0.4608233731739707,0.0644090305444887,0.0174856131031429,0.0061974324922532,0.0112881806108897,0.2454625940681717,0.1781761841522797,0.3297919433377601,0.0292164674634794,0.2060646303674192,0.0,0.0315112540192926,0.0458735262593783,0.0184351554126473,0.0113612004287245,0.0848874598070739,0.0139335476956055,0.0364415862808145,0,71,20.61111111111111,12.58861634596574
